Recency,Frequency,Monetary
1278,1,91.88
1130,1,94.62
824,1,9.71
1135,1,24.2
553,1,75.56
1455,1,54.61
703,1,70.4
917,1,99.6
416,1,35.65
1051,1,87.8
1561,1,8.1
427,1,63.21
474,1,79.09
261,1,64.24
277,1,81.7
1032,1,74.19
844,1,96.59
1338,1,10.08
923,1,40.27
199,1,65.6
704,1,49.66
1154,1,35.26
73,1,35.12
423,1,99.78
581,1,15.5
349,1,45.25
493,1,88.76
181,1,91.69
1290,1,63.9
1217,1,63.77
705,1,49.89
1329,1,92.05
332,1,17.17
1596,1,67.58
921,1,58.98
1056,1,97.56
50,1,65.76
336,2,55.879997
358,1,14.49
786,1,23.41
507,1,27.56
1018,1,56.81
793,1,19.45
895,1,31.37
113,1,31.52
1424,1,93.29
694,1,37.77
240,1,15.46
308,1,57.05
347,1,44.93
1249,1,50.09
1341,1,62.34
435,1,84.08
79,1,12.55
770,1,93.23
9,1,28.89
1143,1,35.19
1023,1,46.3
1522,1,11.59
734,1,61.99
890,1,63.83
1056,1,75.73
1391,1,94.31
192,1,58.83
845,1,79.0
626,1,89.76
365,1,90.32
927,1,36.55
933,1,88.32
1281,1,48.01
594,1,80.43
1560,1,34.07
1066,1,79.7
92,1,30.75
10,1,55.36
359,1,33.36
197,1,52.98
774,1,30.78
400,1,41.73
83,1,40.57
61,1,86.48
633,1,73.73
224,1,45.28
1410,1,12.67
1203,1,10.41
694,1,25.79
1105,1,25.85
916,1,99.59
299,1,54.07
478,1,28.74
1122,1,78.61
833,1,69.21
142,1,15.14
1138,1,58.03
1522,1,36.38
794,1,30.59
592,1,45.89
1043,1,37.1
26,1,72.18
941,1,62.28
11,1,54.21
1074,1,75.56
1571,1,72.24
1298,1,15.75
525,1,75.25
433,1,98.66
672,1,95.68
844,1,38.13
175,1,42.31
1245,1,56.86
1595,1,80.96
979,1,17.32
191,1,60.58
122,1,49.91
624,1,45.87
713,1,24.72
1586,1,34.82
496,1,18.72
1161,1,24.61
643,1,68.9
608,1,42.11
403,1,28.4
979,1,81.44
1025,1,92.4
312,1,13.64
1519,1,38.23
88,1,58.97
351,1,87.17
456,1,92.13
1582,1,44.21
190,1,80.32
589,1,82.05
1059,1,19.87
1401,1,50.19
571,1,63.52
1477,1,60.18
565,1,28.22
1243,1,49.0
1180,1,13.55
1231,1,7.53
1415,1,49.49
106,1,29.41
1250,1,11.83
64,1,98.83
698,1,57.24
630,1,20.44
1342,1,71.65
1580,1,8.4
1416,1,87.18
1012,1,72.66
905,1,47.61
79,1,74.91
876,1,59.51
595,1,24.92
1282,1,11.26
662,1,98.62
1200,1,30.23
992,1,25.35
696,1,35.38
515,1,85.26
1568,1,56.62
1226,1,80.31
667,1,14.17
1087,1,72.85
804,1,49.59
376,1,67.48
880,1,29.8
96,1,88.89
1174,1,59.48
153,1,8.62
1029,1,38.7
1095,1,13.36
1003,1,33.6
1238,1,64.07
1200,1,13.02
1339,1,55.82
1227,1,74.78
1056,1,43.51
230,1,88.1
727,1,80.61
833,1,77.53
1320,1,21.37
624,1,31.48
1278,1,51.3
731,1,58.94
961,1,75.62
1324,1,95.83
379,1,66.69
139,1,58.29
533,1,64.66
705,1,6.94
1262,1,95.44
330,1,23.11
1031,1,31.77
904,1,7.81
1243,1,14.92
1089,1,26.46
1389,1,63.32
1021,1,48.55
521,1,96.82
628,1,22.71
190,1,54.63
1056,1,65.0
1372,1,74.65
510,1,38.86
1255,1,41.33
905,1,64.16
1093,1,69.26
457,1,79.62
225,1,50.85
837,1,60.72
382,1,46.21
1015,1,48.79
1097,1,69.42
506,1,20.48
1008,1,96.67
1420,1,35.01
1466,1,12.19
199,1,52.95
316,1,16.21
1139,1,29.31
766,1,89.73
569,1,67.02
68,1,15.56
1560,1,83.42
1316,1,59.24
733,1,23.36
217,1,56.06
581,1,90.41
1292,1,79.19
1348,1,52.22
41,1,70.52
217,1,6.1
1083,1,85.97
979,1,32.08
348,1,25.12
304,1,48.86
384,1,22.1
1122,1,50.68
1164,1,6.62
524,1,19.31
1308,1,55.8
1428,1,85.0
698,1,76.35
624,1,27.78
946,1,93.56
1313,1,26.91
356,1,83.91
628,1,86.0
58,1,95.36
429,1,13.91
1194,1,28.14
405,1,25.68
388,1,76.44
1344,1,63.73
1053,1,72.82
256,1,61.12
158,2,68.15
331,1,13.78
273,1,57.11
1392,1,36.7
1454,1,59.65
1214,1,39.12
1010,1,40.43
1394,1,5.1
1098,1,29.68
1094,1,75.95
412,1,42.51
1083,1,73.31
532,1,54.19
320,1,6.45
1324,1,90.72
113,1,74.5
1297,1,60.42
727,1,33.41
52,1,7.37
1461,1,40.61
615,1,42.08
1006,2,97.43
1294,1,56.19
1055,1,22.52
638,1,54.4
1147,1,37.21
1256,1,81.49
247,1,7.44
427,1,17.9
897,1,58.92
468,1,70.28
201,1,29.08
760,1,35.34
1201,1,17.35
1307,2,146.7
516,1,14.21
1367,1,84.56
753,1,51.52
755,1,26.24
284,1,54.08
1599,1,46.35
593,1,16.26
338,1,64.77
1000,1,96.14
157,1,21.03
736,1,76.48
360,1,22.21
294,1,92.65
483,2,45.25
1205,1,39.44
1481,1,78.08
959,1,23.7
1522,1,87.45
803,1,9.65
110,1,99.79
501,1,28.01
245,2,147.67
330,2,152.47
956,1,25.43
1548,1,66.26
590,1,64.21
730,1,27.46
69,1,96.88
325,1,52.41
1593,1,89.5
1524,1,9.9
300,1,29.35
1459,1,40.11
701,1,20.53
1294,1,80.17
487,1,25.77
566,1,71.95
1518,1,13.09
1268,1,72.95
983,1,93.4
1402,1,97.41
1071,1,71.13
1538,1,69.64
230,1,92.35
1273,2,118.770004
286,2,46.86
676,1,71.11
1162,1,35.28
1419,1,34.66
1521,1,27.88
726,1,17.01
918,1,73.04
839,1,75.51
1387,1,82.68
214,1,35.48
131,1,92.94
579,2,114.81
202,1,85.11
1136,1,32.87
1330,1,73.87
500,3,77.630005
1599,1,45.14
1045,1,98.04
1257,1,94.41
746,1,16.51
1461,1,58.23
426,1,50.83
1501,1,84.59
445,1,35.81
179,1,80.77
97,1,66.38
776,1,80.22
600,1,76.08
788,1,61.01
635,1,69.88
611,1,98.57
163,1,31.75
1236,1,79.84
982,2,117.549995
844,1,46.53
454,1,7.44
986,1,61.77
871,1,95.42
188,1,70.87
498,1,79.78
277,1,33.27
780,1,98.65
491,1,86.62
391,1,78.1
515,1,47.76
1308,1,91.2
1364,1,70.84
798,1,43.46
631,1,74.64
1364,1,66.69
179,1,26.04
390,1,38.5
767,1,86.0
784,1,92.05
1562,1,69.06
602,1,47.24
250,1,76.57
1282,1,33.07
18,1,60.45
1272,1,96.9
870,1,5.05
607,1,39.23
653,1,21.19
739,1,34.23
1173,1,8.36
1290,1,60.89
1355,1,64.09
1489,1,58.06
1542,1,20.28
1436,1,21.42
1415,1,40.89
1283,1,74.19
769,1,79.33
183,1,73.28
1574,1,16.8
481,1,76.22
1456,1,11.59
1200,1,47.67
1496,1,74.73
262,1,45.15
597,1,23.15
898,1,49.58
148,1,62.33
518,1,20.54
606,1,13.53
11,1,5.55
1558,1,24.87
120,1,51.14
82,1,75.25
651,1,31.91
1497,1,67.22
129,1,63.33
436,1,24.0
36,1,10.94
1128,1,71.77
1076,1,9.15
635,1,78.13
947,1,68.45
1542,1,67.06
360,1,38.08
643,1,77.85
854,1,30.11
1340,1,38.07
1432,1,53.68
1045,1,38.19
881,1,21.29
1113,1,5.37
1068,1,47.07
969,1,62.85
1559,1,48.12
98,1,33.6
975,1,91.27
691,1,28.63
1368,1,47.89
397,1,12.38
796,1,59.96
312,2,176.65
130,2,144.89
828,1,85.49
486,1,88.53
1001,1,54.22
1398,1,18.58
1020,1,8.49
333,1,28.05
980,1,30.07
784,1,10.12
1161,1,9.83
1039,1,16.81
1392,1,43.67
103,1,42.61
952,1,59.6
1050,1,55.55
449,1,47.24
409,1,26.3
33,1,10.73
415,1,92.44
666,1,43.49
297,1,60.13
1595,1,5.94
213,1,40.02
103,1,69.49
729,1,41.48
1392,1,87.07
1383,1,46.79
1358,1,54.43
1006,1,29.71
887,1,35.13
1108,1,24.47
27,1,39.6
971,1,7.84
1048,1,44.65
1432,1,22.63
1238,2,195.68
1269,1,94.84
1558,1,96.94
1248,1,13.94
1372,1,34.2
48,1,89.51
1374,1,65.51
526,1,27.43
1491,1,87.08
1255,1,43.47
326,1,32.79
89,1,96.33
542,1,97.81
469,1,38.14
1426,1,91.73
1180,1,89.0
811,1,47.25
395,1,29.58
1591,1,30.22
390,1,96.02
1158,1,67.66
782,1,86.94
1000,1,26.04
323,1,35.07
588,1,30.86
1406,1,5.74
737,1,69.12
141,1,90.03
1217,1,64.68
14,1,97.84
933,1,72.76
647,1,15.95
1472,1,88.95
792,1,93.26
106,1,90.28
482,1,5.2
794,1,60.44
602,1,26.16
585,1,54.98
33,1,59.77
1214,1,18.61
412,1,20.13
1212,1,83.78
1435,1,88.45
1597,1,36.25
169,1,31.68
85,1,55.74
1366,1,60.1
1262,1,39.48
1,1,90.48
40,1,18.97
1141,1,36.69
524,1,89.87
772,1,58.59
1091,1,18.86
290,1,18.49
1354,1,32.65
1219,1,65.99
333,1,8.38
101,1,48.12
619,1,10.95
1377,1,15.59
108,1,12.13
508,2,83.5
166,2,123.44
1152,1,46.82
879,1,53.65
1113,1,92.22
470,1,33.55
1112,1,17.74
536,1,50.49
1509,1,80.32
673,1,63.49
1381,1,10.32
872,1,7.91
168,1,82.61
237,1,32.63
1191,1,58.75
509,1,36.33
1408,1,40.43
1497,1,68.04
1253,1,70.11
1246,1,20.56
1458,1,25.72
871,1,42.98
1008,1,50.85
1138,1,45.38
929,1,98.41
313,1,78.26
1282,1,26.2
43,1,11.31
235,1,13.04
626,1,76.05
186,1,87.42
1081,1,61.21
445,1,21.53
533,1,85.52
93,1,74.85
14,1,19.85
991,1,21.85
557,1,62.03
902,1,38.67
555,1,89.72
1497,1,14.88
1212,1,31.64
1401,1,79.13
1098,1,7.31
578,1,54.28
1411,1,16.16
1409,1,66.0
129,1,50.35
421,1,59.34
518,1,69.05
261,1,23.75
58,1,52.0
1215,1,38.25
405,1,50.26
1079,1,90.14
1248,1,76.92
139,1,13.33
1037,1,31.58
929,1,84.21
931,1,78.04
864,1,89.35
1092,1,94.14
1574,1,19.15
1540,1,56.06
1561,1,66.6
159,1,14.2
1335,1,9.99
1511,1,25.83
347,1,63.47
588,1,81.62
836,1,89.5
926,2,107.520004
1244,1,56.82
829,1,49.21
1080,1,66.86
492,1,71.99
523,1,62.63
1258,1,29.09
175,1,21.48
1365,1,90.39
1482,1,98.95
1145,1,53.73
282,1,9.36
1481,1,66.4
955,1,30.95
501,1,70.95
896,1,73.59
1271,1,7.53
1371,1,95.31
1540,1,67.74
1018,1,17.68
526,2,70.15
269,1,36.37
866,1,29.41
1256,1,57.99
293,1,19.92
1212,1,86.11
746,1,28.33
1283,1,72.0
1441,1,98.53
856,1,91.79
512,2,137.01001
200,1,77.54
572,1,22.94
1535,1,41.9
102,1,94.07
1383,1,22.11
309,1,84.27
1534,1,10.21
827,1,35.14
751,1,40.51
812,1,20.25
212,1,23.15
1006,1,65.36
142,1,13.25
659,1,70.57
1003,1,31.17
204,1,75.98
1562,1,50.11
166,1,92.68
1160,1,71.13
899,1,6.2
1100,1,10.26
355,1,63.63
751,1,98.69
543,1,58.32
553,1,79.0
343,1,8.9
269,1,54.65
1471,1,42.16
486,1,92.24
1084,1,53.69
734,1,51.02
101,1,74.14
802,1,8.58
1491,1,33.04
790,1,75.11
977,1,30.83
1580,1,38.13
243,1,31.09
470,1,83.69
503,1,95.26
1567,1,63.92
854,1,36.38
257,1,68.75
949,1,51.38
944,1,50.0
1207,1,30.44
561,1,93.59
1305,1,62.86
557,1,76.69
61,1,83.64
428,2,148.87
314,1,92.53
976,1,10.61
1399,1,49.57
572,1,79.06
817,1,83.38
1324,1,43.97
554,1,49.19
739,1,5.09
1251,2,84.61
254,1,92.63
183,1,10.14
112,1,29.84
730,1,56.27
1464,1,50.83
1372,1,25.3
122,1,85.87
1136,1,46.39
713,1,10.62
1076,1,74.58
281,1,73.59
460,1,58.43
1078,1,56.55
327,1,22.44
1437,1,69.79
1295,1,76.5
600,1,14.31
588,2,144.47
503,1,41.45
360,1,26.11
429,2,46.120003
576,1,70.32
1343,1,27.34
902,1,44.43
1144,1,89.1
1335,1,18.83
468,1,58.37
1293,1,51.78
441,1,67.4
1160,1,43.94
852,1,97.5
1571,1,14.19
1325,1,41.32
1038,1,77.59
1349,1,74.13
1043,1,71.14
1012,1,76.41
339,1,17.21
542,1,50.32
980,1,49.47
169,1,27.9
1599,1,50.98
886,1,30.81
895,1,63.4
521,1,26.0
921,1,49.72
1179,1,98.63
1510,1,53.88
141,1,39.37
1161,1,98.24
778,1,89.49
173,1,66.9
696,1,26.76
1131,1,64.68
1397,1,13.55
661,1,18.0
831,1,40.1
905,1,23.93
901,1,13.45
959,1,87.87
1104,1,47.52
1580,1,44.74
1451,1,44.98
1372,1,14.85
636,1,52.3
1334,1,44.21
438,1,58.26
585,1,70.63
904,1,62.84
1497,1,23.16
320,1,6.71
1309,1,23.94
323,1,43.68
1431,1,78.51
1137,1,32.81
50,1,72.43
417,1,68.11
602,1,39.86
564,1,77.09
1102,1,68.47
163,1,91.33
532,1,24.04
1344,1,24.9
240,1,32.51
655,1,34.58
1557,1,9.96
395,1,87.98
836,1,97.88
748,1,88.73
985,1,27.79
1267,1,14.26
42,1,91.55
224,1,8.57
133,1,28.31
1050,1,90.62
90,1,6.32
79,1,50.52
1493,1,26.67
127,1,18.87
533,1,57.77
1448,1,66.66
282,1,27.42
918,1,7.99
947,1,51.46
1274,1,12.8
1582,1,54.46
1089,1,23.24
520,1,16.26
652,1,20.65
1290,1,89.44
605,1,48.63
361,1,86.12
526,1,7.61
989,1,34.32
1425,1,12.89
955,1,42.53
577,1,20.02
84,2,110.170006
621,1,70.81
1490,1,19.15
722,1,6.55
439,1,95.25
1350,1,16.73
51,1,18.62
604,1,52.88
1533,1,90.81
946,1,6.57
680,1,25.95
270,1,58.29
1249,1,83.37
135,1,9.17
844,1,98.72
555,1,84.1
1380,1,82.41
1257,1,94.53
692,1,30.83
406,1,36.2
1267,1,42.34
94,1,20.2
227,1,23.65
1574,1,16.84
1260,1,90.68
498,1,60.76
851,1,91.99
498,1,9.32
231,1,34.69
414,1,83.74
1487,1,67.35
1262,1,34.09
1388,1,93.24
1409,1,89.42
977,1,49.06
544,1,7.61
578,1,43.89
1024,1,48.96
79,1,52.47
1152,1,96.24
1222,1,7.84
491,1,19.09
1057,1,88.05
1252,1,10.42
594,1,41.38
129,1,5.43
466,1,72.25
1463,1,39.99
1139,1,47.69
799,1,87.54
475,1,41.03
1075,1,59.54
1236,1,25.28
1057,1,85.27
912,1,17.52
1251,1,92.98
197,1,17.3
1024,1,32.86
1014,1,78.04
180,1,90.2
281,1,80.45
1194,1,75.84
107,1,5.53
1152,1,66.57
57,2,142.76
1572,1,84.18
204,1,39.26
171,1,41.54
46,4,238.91
1575,1,44.53
527,1,86.99
524,1,7.14
42,1,46.89
1464,1,99.25
275,2,112.850006
803,1,13.01
1174,1,76.98
1468,1,40.76
408,1,68.38
421,1,61.43
463,1,96.16
381,1,86.05
440,1,52.35
1374,1,57.16
381,1,67.59
1057,1,52.9
629,2,59.739998
465,1,80.54
87,2,109.36
287,1,15.92
1402,1,61.03
1435,1,95.79
229,2,130.4
950,1,30.3
845,1,26.52
187,1,68.87
821,1,23.12
823,2,130.7
1425,1,36.92
209,1,75.12
820,1,71.08
1370,1,78.83
197,1,11.24
82,1,6.57
1444,1,20.97
427,1,10.1
567,1,7.29
876,1,30.16
782,1,55.5
833,1,32.65
281,1,29.72
91,2,166.31
882,1,89.97
192,1,85.38
1262,2,84.21
208,2,119.01
1421,1,87.55
113,1,91.51
208,1,69.99
712,1,19.62
1323,1,42.1
1385,1,65.19
962,1,38.49
963,1,84.17
966,1,62.09
1073,1,67.3
1205,1,8.38
134,4,167.09
92,1,13.91
1558,1,39.24
895,1,71.84
343,1,25.48
363,2,75.68
235,1,96.19
1364,1,21.66
809,1,57.78
1023,1,71.19
783,1,46.86
100,2,27.630001
104,1,48.27
546,2,155.23
955,1,87.92
1032,1,67.95
734,2,147.2
1142,1,42.49
616,1,19.24
1546,1,20.76
123,1,52.86
1420,1,20.16
612,1,28.53
614,2,116.56
609,1,77.4
1122,1,8.51
425,1,18.28
1336,1,13.02
243,2,113.86
762,1,6.56
1188,1,46.6
1171,1,65.64
322,1,35.49
463,1,22.44
1509,1,93.49
965,1,45.77
679,1,89.91
824,1,56.23
1380,1,49.48
1519,1,84.61
199,1,75.74
1270,1,17.61
88,1,72.79
1496,1,9.2
1563,1,73.14
1569,1,88.74
1396,1,49.77
836,1,51.28
180,1,28.02
634,1,73.83
925,1,37.5
1405,1,50.0
579,1,6.21
1569,1,10.94
12,1,21.84
484,1,34.5
1495,1,74.8
1007,1,95.89
1543,1,26.28
1311,1,11.16
327,1,27.15
1486,1,90.57
676,1,65.77
1393,1,14.26
99,1,50.44
1455,1,33.7
920,1,9.03
1204,1,18.61
1578,1,34.88
654,1,34.2
370,1,34.54
698,1,87.19
22,1,39.19
1070,1,60.16
1079,1,89.79
979,1,91.42
991,1,91.66
1107,1,31.63
1543,1,29.81
349,1,66.39
1,1,94.49
1153,1,5.04
63,1,16.58
330,1,54.42
879,1,10.85
1589,1,25.06
247,1,19.08
26,1,80.39
719,1,44.49
977,1,23.55
1443,1,83.4
1276,1,26.1
1422,1,54.48
532,1,25.53
657,1,30.14
274,1,8.49
1096,1,36.39
303,1,58.14
553,1,71.94
75,1,83.1
884,1,25.7
440,1,81.21
1417,1,48.64
326,2,125.600006
1164,1,53.93
727,2,80.42
800,1,90.07
1464,1,94.61
1375,1,69.61
201,1,90.46
1506,1,8.1
1111,1,69.74
1520,1,30.41
1384,1,33.59
939,1,52.11
1142,1,87.74
1501,1,10.51
1332,1,23.76
1305,1,54.95
570,1,74.55
1346,1,36.82
157,1,77.17
1457,1,31.44
311,1,56.74
562,1,76.57
162,1,43.56
264,1,91.83
129,1,66.95
372,1,22.06
387,1,84.78
771,1,90.67
194,1,86.38
429,1,13.46
838,1,58.49
528,1,85.84
1365,1,93.86
938,1,22.93
848,1,6.59
1362,1,92.66
744,1,78.14
1502,1,80.6
1370,1,66.81
1484,1,44.06
1047,1,92.78
1208,1,22.49
724,1,31.59
704,1,35.87
179,1,50.13
1198,1,81.34
214,1,81.79
396,1,63.17
730,1,6.29
482,1,47.82
693,1,28.11
296,1,49.66
1435,1,61.24
796,1,72.34
240,1,90.25
1257,1,68.14
1557,1,41.76
330,1,9.16
1129,2,177.62
1570,1,36.19
66,1,34.32
940,1,62.18
1231,1,12.82
412,1,25.46
130,1,79.39
1168,1,89.04
735,1,65.58
1246,1,93.5
553,1,73.62
1279,1,59.76
1522,1,38.59
272,2,93.880005
1389,1,47.12
384,1,74.1
1201,1,22.98
157,3,132.03
1329,2,133.27
1178,1,28.46
662,1,53.15
765,1,40.75
1409,1,9.51
1531,1,46.41
1028,2,140.01999
187,1,11.69
1514,1,75.92
467,1,52.82
1398,1,79.03
516,1,55.12
28,1,23.05
236,1,15.56
120,1,15.54
1557,1,81.99
17,1,66.56
590,1,59.93
373,1,30.89
1088,1,97.99
351,1,37.72
784,1,57.97
837,1,5.4
288,1,62.24
810,1,57.03
598,1,99.48
379,1,93.91
88,1,20.38
1189,1,32.42
1231,1,62.09
1011,1,44.87
540,1,65.33
1316,1,86.06
1323,1,81.71
147,1,11.91
1029,1,40.41
841,1,85.24
1205,1,38.95
1588,1,95.04
1586,1,62.73
296,1,74.15
1159,1,20.82
355,1,22.41
297,2,80.3
1528,1,84.8
588,2,22.0
217,1,89.9
228,1,50.18
1334,1,53.15
1203,1,18.53
629,1,54.84
811,1,96.43
740,1,15.62
1566,1,64.25
925,1,68.06
1445,1,26.6
848,1,67.76
1468,1,50.82
536,1,65.05
766,1,45.2
693,1,90.35
895,1,26.19
1279,1,56.18
367,1,77.56
1157,1,82.9
694,1,23.62
923,1,42.96
739,1,43.41
938,1,97.37
631,1,63.63
375,1,43.31
427,1,65.42
114,1,18.8
834,1,12.47
705,1,53.4
885,1,33.27
1163,1,37.19
1097,2,82.16
8,1,67.23
143,1,79.32
569,1,31.8
533,1,56.94
484,1,95.2
1565,1,71.14
558,1,58.03
1533,1,19.86
1406,1,84.06
763,1,58.4
821,1,84.22
1529,1,24.41
1335,1,9.45
676,1,39.26
378,1,8.14
1043,1,67.8
1557,1,68.08
786,1,11.37
778,1,86.92
603,1,82.46
957,1,64.63
586,1,42.23
543,1,5.44
687,1,61.49
1460,1,51.61
636,1,59.59
1242,1,24.84
77,2,168.75
626,1,41.79
839,1,52.86
9,1,49.24
640,1,62.08
1322,2,158.76
1076,1,30.59
707,1,36.06
1099,1,64.86
580,1,57.11
767,1,5.25
1307,1,72.13
1504,1,21.27
1492,1,93.07
959,1,74.51
1122,1,83.98
312,1,88.05
880,1,8.01
1064,1,71.52
912,1,82.71
968,1,89.75
376,1,22.05
50,1,32.35
1163,1,89.99
1215,1,41.96
1144,1,64.65
502,2,83.71001
1069,1,14.57
352,1,28.92
813,1,79.17
426,1,81.58
1187,1,95.08
1002,1,58.56
1359,1,46.18
1025,1,10.86
1410,1,8.39
124,1,17.7
898,1,29.93
212,1,55.61
119,1,77.78
1272,1,60.08
57,2,77.89
1071,1,49.27
216,2,63.019997
375,1,16.6
1005,1,31.74
1181,1,40.25
120,1,82.47
876,1,71.64
42,1,51.93
1394,1,32.91
1078,1,15.48
1484,1,21.04
1243,1,5.46
550,2,108.57001
894,2,132.70999
1264,1,23.85
718,2,115.850006
231,1,33.82
739,1,65.94
266,1,59.41
1159,1,73.4
1306,1,90.04
529,2,134.69
761,1,82.56
529,1,7.76
175,1,24.07
576,2,31.04
1337,1,27.42
491,2,121.92999
102,2,123.92
717,1,14.56
384,1,69.31
1545,1,20.5
913,1,75.03
652,1,52.91
401,1,26.23
1008,1,85.65
858,1,75.68
1151,1,62.23
974,2,98.53
1038,1,33.0
238,1,13.7
1416,1,76.56
1095,1,86.04
922,1,24.92
68,1,40.64
13,1,38.97
1117,1,42.05
8,1,44.08
866,1,43.71
1208,1,47.19
1567,1,36.75
315,3,227.63
487,1,87.5
539,1,92.08
1424,1,67.8
354,1,19.6
215,1,40.65
840,1,77.48
356,1,52.2
1119,1,59.68
576,1,35.02
1045,1,24.78
422,1,14.86
937,1,83.95
73,1,15.69
812,1,68.49
469,1,43.55
226,1,50.96
1365,1,80.92
1572,1,85.36
466,1,84.14
434,3,148.25
225,1,44.39
925,2,13.27
572,1,11.37
1331,1,24.27
1076,1,56.42
18,1,46.02
58,1,75.03
326,1,36.54
1143,1,24.53
65,1,36.64
494,1,63.58
988,1,64.17
124,1,96.36
1433,1,22.1
991,1,48.0
1277,1,56.73
1315,1,95.72
863,1,59.56
430,1,71.19
1296,1,75.85
1043,1,98.2
761,1,92.0
1144,1,76.01
112,1,29.8
1109,1,22.13
1542,1,65.02
674,2,155.58
159,1,98.69
1411,1,60.13
1409,1,88.43
1434,1,94.7
504,1,78.65
851,1,80.01
3,1,90.97
958,1,11.69
886,1,22.72
500,1,25.77
587,1,64.84
65,1,70.28
88,1,75.89
1089,1,85.58
746,1,42.7
142,1,84.16
1424,1,81.56
1324,1,21.03
404,1,98.85
202,1,68.32
257,1,30.27
492,1,36.64
959,1,83.18
453,1,62.8
523,1,22.88
595,1,24.87
1247,1,58.42
1410,1,65.58
1088,1,40.65
229,1,41.48
428,1,56.54
653,1,76.88
729,1,53.06
418,1,41.32
826,1,55.49
768,1,62.49
1037,2,53.51
131,1,9.9
524,1,48.99
487,1,45.68
960,1,49.46
438,1,90.23
1402,1,42.16
1295,1,14.32
487,2,94.53001
1288,1,32.46
1548,1,44.65
227,1,29.66
200,1,73.78
1303,1,54.83
1355,1,33.13
1335,1,60.71
1533,1,62.27
970,1,94.83
411,1,27.82
509,1,72.86
322,1,85.89
314,1,57.36
146,1,53.64
1127,1,47.8
272,1,5.99
778,1,71.44
121,1,36.75
14,1,5.02
1157,1,59.14
255,1,35.09
1295,1,72.42
1587,1,85.35
107,1,8.97
1268,1,99.66
507,1,48.27
1463,1,16.05
156,1,93.99
590,1,43.61
279,1,21.62
1472,1,20.23
1400,1,8.85
534,1,77.94
351,1,43.11
322,1,79.66
1431,1,30.74
409,1,69.14
285,1,44.47
590,1,63.09
1240,1,89.92
149,1,86.07
252,1,61.6
1284,1,57.72
284,1,12.17
567,1,15.61
1157,1,50.99
330,1,52.91
95,1,64.25
1071,1,77.7
206,1,67.61
1194,1,97.84
874,1,72.1
1141,1,61.52
604,1,31.63
1259,1,25.63
436,1,16.43
1588,1,84.02
655,1,7.62
613,1,36.97
458,1,49.95
998,1,39.98
229,1,16.42
1187,1,45.74
502,1,9.61
1295,1,27.98
388,1,67.98
560,1,25.42
78,1,35.77
172,1,36.86
826,1,73.49
93,1,85.45
242,1,70.59
876,1,83.21
1588,1,40.03
198,1,20.95
1473,1,36.75
61,1,89.65
195,1,11.29
314,1,77.36
1499,1,11.6
1527,1,59.41
1264,1,78.42
1143,1,85.99
36,1,71.79
371,1,5.57
176,1,84.48
932,1,92.41
969,1,77.52
1039,1,65.71
1380,1,72.58
245,1,63.46
1517,1,53.27
257,1,18.89
95,1,45.09
1303,1,53.7
1142,1,98.48
750,1,31.8
1065,1,32.85
289,1,35.79
992,1,63.73
1109,1,26.23
1064,1,61.88
1423,1,67.94
1094,1,42.62
361,1,93.4
1586,1,69.13
962,1,80.14
83,1,27.78
65,1,44.72
1415,1,51.21
468,1,50.13
711,1,49.47
1408,1,17.77
550,1,17.24
987,1,30.22
1315,1,77.45
1409,1,79.38
1565,1,54.74
1104,1,25.38
1598,1,83.96
517,1,69.04
1093,1,37.41
616,1,8.07
1412,1,80.25
1405,1,89.81
959,1,99.39
799,1,41.46
994,1,91.42
1413,1,78.23
797,1,46.32
465,1,43.13
452,1,24.27
1224,1,81.85
285,1,36.72
1370,1,78.63
184,1,86.14
618,1,86.12
1425,1,48.18
1247,1,56.87
84,1,51.51
562,1,91.06
536,1,8.03
503,1,27.54
1515,1,73.74
836,1,17.33
910,1,71.29
192,1,20.33
165,1,47.93
368,2,110.130005
83,1,79.56
197,1,37.27
980,1,78.89
1505,1,20.14
715,1,47.98
355,1,5.21
1074,1,40.17
770,1,93.19
869,1,67.71
1262,1,39.76
826,1,89.66
511,1,61.76
855,1,68.73
43,1,61.84
968,1,7.36
1315,2,95.69
240,1,35.94
618,1,61.31
430,1,12.33
495,1,81.48
1102,1,66.64
921,1,9.01
1552,1,15.51
1296,1,5.37
929,1,76.23
359,1,18.72
1173,1,95.24
1194,1,72.64
1090,1,74.09
155,1,69.62
669,1,19.48
1215,1,91.95
713,1,18.46
1055,1,17.88
878,1,51.36
1106,1,59.24
253,1,87.01
925,1,19.13
775,1,21.43
594,1,68.31
1056,1,94.75
1455,1,28.03
38,1,99.97
1068,1,85.76
1070,1,79.43
1291,1,51.67
219,1,54.68
235,1,7.76
1084,1,66.25
1572,1,15.96
677,1,9.74
1285,1,68.72
786,1,66.63
346,1,54.0
915,1,95.84
1236,1,44.17
617,1,18.99
1516,1,26.26
810,1,91.75
1448,1,16.35
179,1,10.73
1182,1,61.39
672,1,42.44
1344,1,58.09
1448,1,94.85
275,1,48.78
1338,1,59.73
153,1,79.09
975,1,68.69
975,1,18.07
1341,1,81.34
887,1,53.97
1376,1,30.63
666,1,73.99
922,1,36.23
1511,1,67.88
1066,1,62.39
1462,1,91.61
870,1,70.68
1132,1,18.28
1261,1,32.54
1382,1,26.86
314,1,24.28
640,1,12.82
943,1,12.22
80,1,90.14
1094,1,98.33
